content,score
"烂片骗钱！！！
",0.0017640846476217886
"一般智商看不懂
",0.30800902314439915
"非常好看！！！
",0.36575417640255636
"超烂，不知道为什么这么高分
",0.04189884889523732
"没网上评论那么好看吧，主要是期望挺大的。
",0.35967525439877834
"不好看 都不知道这么高的评分哪来的
",0.41693911051681887
"这部电影我给4星，这是一部二十年前的电影为什么还要拿来上映？而且剪辑的乱七八糟，还不如不上映让它维持最美好的样子！
",0.29674733859945257
"一个神经病的故事，垃圾片
",0.07743695061667677
"打瞌睡！！！！
",0.2114649092296489
"电影很好看，但是电影院太冷，一直在搓腿！也不开暖气，太影响观影了，2019年11月27日
",0.00746792166395005
"还行吧反正我是睡着了。
",0.28639118396344987
"被剪得越看不懂第二次看
",0.42884168158612856
"节奏稍微慢了点，感觉一般般，结局不太科学，主角要怎么在一艘废弃的船上找吃的，撑那么多天？？
",0.39587531114707586
"我竟然看懂了一点！
",0.21438799740442238
"为啥要这样啊???
",0.018009160542970748
"一星给原片，剪切的不成人形
",0.3380757265271601
"还行吧，无聊的睡着了
",0.2114778171063092
"不知道9分怎么来的看的打瞌睡！
",0.16223650505423404
"电影很好，不过电影院很不好，放映到中途居然有卡顿，在某些地方居然会看到白点
",0.0007993893487494574
"非常好看！！
",0.49621654772603285
"不好意思哈，评分那么高，我看不懂呢，好不容易熬过那时间。
",0.08603846371109591
"收获满满！！！
",0.49506692904969607
"凭啥剪成这么短？还不如在手机上看呢！
",0.30738635731151354
"I really loved that movie!???? it’s a good story 
",0.052640598909545866
"最后那段，别人都离开了，只有1900躲在废弃游轮上不肯下来，游轮即将炸毁。这么长的时间里他一个人靠什么吃呢？是不是这个故事编得不真实的一个bug？
",0.49880769423110294
"超级想看，可惜没时间
",0.41837174887539463
"有点没看懂哦
",0.3259814421890338
"男主有点木，，，，，，
",0.4529368848434753
"这分？是刷的吧，这结局也是醉了，这个胖子，你说你想念主角，甚至都可以为了他去偷东西，去面对炸弹，可是后来什么鬼？三两句话，就把你打发了？？兄弟？朋友？你这怕不是傻子吧，废了那么多时间，讲了那么久故事，然后你告诉我，让主角死去？？你**忽悠他下船先不行？管他以后是去别的船上弹钢琴，又或者是去那个女孩家里，一个生命，一个天才，人家船上的伙夫捡到小孩都知道这是生命，到你这就他想干啥就干啥？还有作者，你写个海难死亡也好，整个爆炸…可真逗
",0.472575166901521
"Land?Land is a ship too big for me.Two roads diverged in a wood,and I—I took the one less traveled by,And that has made all the difference           .——T.D.Lemon.1900
",0.1988615575427426
"没意思！看的都快睡着了
",0.019744910995344145
"很奇怪的一部电影，感觉烂尾
",0.3665340458543236
"你们这些**，打那么高分**
",0.23870716180657892
"我想说的是这个早就放过的
",0.33884807994170685
"比较无聊，没有剧情，不怎么好看
",0.3043339546874262
"又来圈钱了。
",0.27757273361120205
"没看懂 不知道这么多好评是哪来的 都看懂了？
",0.2704487056764211
"去去去凄凄切切是的
",0.4608026247290339
"没啥意思没撒意思
",0.3302485663264493
"重来不写评论，实在是郁闷，看得想睡觉，无聊透顶，烂片的高分是怎样打的就不得而知了！电影名字偏题了，改成一个自闭症患者的自诉更适合主题
",0.00010885239802127522
"Life on Mars ain’t just a song. The city is endless. 
",0.1257395347534651
"差评，影院声音太大，吓死人了
",0.01509842343790524
"真的棒，看完觉得太可惜了，这样一个钢琴天才
",0.48227378919117414
"The end of land is The sea !what could make you scare . You are son of The sea !
",0.10563421952288965
"表示没怎么看懂
",0.40947050226204873
"电影是好电影，就是这个电影院放出来的片，竟然还有卡顿，卡住不动，十多次？我真的是，刷新我的世界观！
",0.053413346600811984
"不能退票！！！！！！！
",0.018637597884935353
"貌似看懂，又看不懂
",0.4382807022101515
"电影院比网上看的剪掉不少
",0.46900297125374
"恕我直言，我没什么内涵，请问演的啥？
",0.008804872767780525
"没赶上.没看成.不能退票.不能改签.可惜
",0.0043115598228091745
"5分給電影，但影院服務很不到位，有人全程大聲講電話，講到不停，旁若無人，素質堪憂。實在影響觀影心情！！希望影院服務到位，及時發現及時提醒。畢竟收了3元服務費，難道白收的嗎？！
",2.626035743302779e-07
"不能改签，好烦啊
",0.07630921203621277
"看不懂。。。。。
",0.28601772483273
"看不懂有点郁闷
",0.027262716518125618
"不好看不好看，看着头疼死
",0.10883673750125711
"一个死胖子讲了一个动人的故事，骗了乐器店老大爷20美金?并且骗了我140块钱的电影票！
",0.008910566787405871
"超级烂，搞不懂哪来这么搞的评分的！
",0.009662374700153409
"烂片4.5分
",0.11794005223462689
"二十年前的电影，为什么又拿出来骗钱，本来想给五分
",0.04115427598656374
"NB此片本是天上有
",0.3104873687936206
"稍显平淡！钢琴师技艺了得！
",0.11104234004973546
"好看，必须要6个字我凑，流弊
",0.2524562053286923
"看了，最后让人泪目！如果女孩回来找他，就圆满了！
",0.4964111656921496
"放的什么？我在哪..不就是个弹琴的吗！
",0.23775609619029936
"我竟然以为是海上钢琴师2，看了，好惨！
",0.2587510423651055
"他把自己关了起来，他保存了自己！
",0.22883429422237223
"睡着了，差到睡着
",0.034094305195339514
"不知道演的是什么！
",0.44166871936096386
"烂片，不知道怎么这么高的评分
",0.09946008805423989
"不知是真是假。还有这种人。太不切合实际了。′悲哀。看的心酸。难受死了。
",0.23660546168253005
"(???????)心疼.. ?(????)
",0.44956697225232056
"有生以来最好的电影
",0.3643023151303063
"a long story 
",0.32719906417647937
"太吊了太吊啦
",0.03808560324900956
"好看！！！！
",0.397792007434392
"剧情太乱 不知道演的什么东西
",0.21038812662374462
"Are you OK？(゜?゜)/
",0.4737672181921908
"看完那些差评真的不明白为什么中国还有这么多**买得起电影票…
",0.0867766043340783
"只能给差评了
",0.4241650903200018
"我突然想到，1900会不会下船了，而麦克斯就是1900，1900就是麦克斯分解出来的另一个人格？对不起，我被搏击俱乐部搞串了。
",0.22352525159286918
"还行吧，没多大感觉。
",0.17174266110733005
"1900真棒???
",0.22910756512651675
"有点没看懂，到后面才看懂了些
",0.3278019366396827
"睡醒了又睡！
",0.027989772096657428
"再一次，哭到不能自已。
",0.2859184589416911
"这部不是早就看过吗还可以，又上映骗钱吗？
",0.0465680968720491
"只能说凑合吧
",0.07372270765204014
"没看成，悦和城在装修，吵死了，又脏，真的是服了，装修就不要卖票啊！取了票就走了，没看！
",0.0014158065123899277
"好难看，整场想快进和睡觉的感觉，不懂艺术的思维，浪费钱了，不知道9.4分怎么评的，都是闭着眼评分的
",0.11739905748684543
"都怪我水喝多了
",0.33774940527378616
"1900披着天才外表的胆小鬼
",0.16228390712978047
"why ?why ?why ?why?why ?我们总在问为什么，但有些事是没有原因，比如一见钟情。每个人都有自己要走的路，那怕化为灰烬。
",0.19211162110437519
"真的被删减的太厉害了。
",0.2572985151637385
"男默女泪，硬汉无言
",0.15428549896981014
"1900也太帅了吧
",0.4737672181921908
"非常好看！！！ 
",0.36575417640255636
"简直是人间垃圾
",0.03284928486568195
"真心难看！我和闺蜜快郁闷?死了?！
",0.14064498717776341
"一分都不想打
",0.31790082856973156
"故事胡编乱造。没感觉！
",0.09359336075266811
"没有看过这么烂的片，竟然睡着了。第一次睡着看电影。被你们破例了。还评分94*做的假吧
",0.016701946364972464
"太好看了！！
",0.3172941875540335
"不怎么样，老公看着睡着了
",0.3989337212571151
"看的有点郁闷无聊
",0.011970857602550233
"life is so big to me
",0.4737672181921908
"原版看了至少五遍。这次进电影院把票补了，心里也踏实了！
",0.39944503161175393
"爵士乐，香烟，琴弦。
",0.44767845850986676
"每个人心里都住着一个1900
",0.4171804149783551
"我生在船上也死在船上
",0.3035161183422471
"终于在电影院看了，10分
",0.43730508411864566
"生在船上，死在船上，1900真的存在吗？
",0.28526882830702205
"电影好不好看不知道，猫眼是真的烂，二十公里外的电影院给我显示一公里多，结果我把俩电影院搞混了，没看成。而且，我在猫眼上买了一家电影院的会员后，原价三十六的票价全涨到四十一，要多恶心有多恶心?
",2.8868992751895917e-06
"挺有感触的，不同的人看会有不疼的感受吧
",0.4686155915489175
"看睡着了，提前退场了
",0.296774680765312
"未能送出的唱片，她不知道她是他下船的唯一理由和勇气，她也不知道他在也没有下船
",0.44430447552191954
"我们其实都不敢下船
",0.2863807626094238
"买完票就忘记了，还剩十多分钟的时候收到消息通知观影即将开始…赶不过去了，算了给个好评吧
",0.2714625844116586
"睡着了睡了一整场
",0.13392949596161474
"电影总的来说有点无聊了，不是我喜欢的题材。此钢琴师非彼钢琴师哇
",0.05786805756906688
"实在是太好看了！
",0.3144650846841398
"陆地是上帝的键盘，我们什么也不是
",0.39643696441602505
"很好，告诉我们跟变通不一样的东西，
",0.27278448381810205
"老片子烂的看了半小时就走了
",0.23758649959364253
"我东哥没看懂。啥也不是！
",0.4968931680158377
"好看！！！！！
",0.2363088191970184
"没有我我的琴声哪儿也不去
",0.16876678913306387
"不知道，就看到了一个不敢跳自己圈子的天才！  他想让我们知道什么？
",0.05129317189466198
"可能很好吧 我太困了 看睡着了 整场都在睡
",0.22869717936926903
"好几年前就看过啊，坑
",0.2969731558152936
"**** the regulations!
",0.4737672181921908
"完全看不懂，不知道要表达啥。中外文化差异吧
",0.07619950899755723
"钢琴弹得是真的nb.
",0.41941871026168476
"多少年前的老片了？现在上影院圈钱啊？！
",0.07458954324752465
"故事太假，船報廢后不下船他怎麽生活，不吃不喝不洗？
",0.14488029520951395
"好无语啊，看了半个小时就走了，看不下去
",0.3143876136907042
"评分怎么来的 上当受骗了。谁看谁后悔。浪费时间浪费精力
",0.00017713473078628805
"不适合不懂钢琴的朋友去看? 
",0.3765566220005224
"看不懂，还是看不懂
",0.33116295305475296
"超级好看！！！
",0.2950416174150826
"我还是看不懂为什么不下船
",0.332532034835505
"看不懂没看明白，好像一句话:走自己的路，让别人去说。老外的烂片
",0.147612643723257
"一般一般！看不懂
",0.42581389983146645
"life is imense!piano has its finit but the outside world isn’t
",0.39649036561138595
"无须多言的五星
",0.4255070697657203
"不明白为什么评分这么高。没意思
",0.06007391229894965
"电影好看 只是前后排座位的高度差太小，以及椅子两侧的二维码的灯光太亮.....
",0.014365159239580372
"久久不能出来
",0.32741496049128826
"纯属音乐钢琴家
",0.3462140120371995
"不好看，我差点睡着了。
",0.1941326062162575
"我现在终于相信天才都是疯子，是正常人达不到的高度，也想不通。
",0.23335883784039424
"看不懂，没啥味
",0.09706485617292138
"背景音乐好多都没了！！！有几段钢琴声音都没有！扣两分！！！
",0.011027173880143848
"音乐太感动了?，胶片里的那首乐曲响起就哭?，?纸巾不知道用了几张。
",0.3198290492963173
"非常好看！惊喜不断！但如果我他的朋友，就把他弄晕了抬出来
",0.14883925172769175
"全场3人，退休大妈一人，79年的找，还有一年轻妹子，将近两小时，我们三屁股都没大
",0.09494399590683678
"好劇情，讓人久久不能自己的電影???
",0.4161646629884349
"不适合情侣去看！不（︶︿︶）都要睡着了(-_-) zzz
",0.22581108440452213
"感觉没什么重点
",0.48648796029223984
"一般，有点闷，不推荐
",0.16190039059228734
"虽然我看不懂
",0.42581389983146645
"电影声音太大了，耳朵都要震聋了！！！！！
",0.015974868782634544
"98年上映的，中国19年才上映厉害了
",0.02855870528147575
"好看！！！！
",0.397792007434392
"1900知道自己属于哪里我不知道
",0.43883440955989217
"太好看了！！！
",0.21389994606385343
"我好像我忘了
",0.45624333949655527
"剧情太**了但是真的好看眼泪差点蹦不住
",0.08846958627752743
"烂片一点情节也没有。
",0.25219589550334875
"电影院不行，连个检票的都没有
",0.24111573167428502
"因为，我也想成为钢琴师。
",0.20854536549316627
"老片子终于进电影院了。一听音乐就全身鸡皮疙瘩。
",0.2878190644863531
"一个好故事，远比一张电影票值钱。
",0.20032407949529485
"不不好看，原谅我不懂欣赏的艺术；也不知道是谁把评价推到风口浪尖上的
",0.05192732477539974
"2016年就看了，为什么现在才上映呢？
",0.41928328967679873
"这是我第一部去电影院二刷的电影
",0.48526625765881093
"一点不好看 超级差
",0.09807523076923663
"居然票费被收贵了?
",0.18677465068617916
"在抖音上看过介绍，这次看了下，
",0.20077006992236057
"三连刷第一场 引人深思
",0.3853355110956791
"都是些什么玩意，就这都好意思上影院
",0.15813021081854783
"真棒????????????????????啊
",0.4737672181921908
"一般般  说实在我不知道我在看啥
",0.1349360674648692
"是我太肤浅，没看懂
",0.11450957948679996
"好看到爆绝对的AAAAA
",0.27859568152616354
"电影院有点点冷其他的都还好
",0.38988177192804907
"看睡着了都要
",0.4225873322064312
"从初一到现在，第七次，没想到还可以还愿
",0.3841318009491541
"剪的太狠了，太多细节都没有了，，，，唉，，，
",0.2145592241812747
"艺术片为什么要大剪刀？？？？如果是为了排片方便凑够2小时，那也太可恶了
",0.005511262176974396
"做一个纯粹的人
",0.4473357966655207
"看不懂演的啥意思
",0.40343872140149817
"不知道为啥评分这么高，我感觉挺一般的，挺无聊的，没啥笑点，也就讲了一个鸡汤故事
",0.018882821745114353
"原片长165分钟
",0.2578938101272268
"绝对好看，不看后悔
",0.26466582651738124
"给原版10分给删减版8分
",0.11051376787513134
"圆桌上在Max描述“我提着礼物来你家做客，你说不用客气…”的时候  我忍不住哭   明天二刷呜呜呜呜太值得了
",0.41320022602972584
"一点都不好看，无聊的要死
",0.09494076730837364
"不知写点什么
",0.2563189987203389
"太压抑不喜欢
",0.4319332314801205
"太多…………
",0.46703256131385296
"体到盯眼训  真系从来未试过  还9.4评  丢
",0.08328186923566039
"个人jo得还阔以，就是男主有点…让他逃生还不去，，，，，，，，，，。还是给个好评吧，毕竟是经典剧作辽@1900  我服了但开场的丹很可怜?他太难了，我和母亲都康哭了?
",0.13315899872088466
"钢琴能无师自通，通到顶极？
",0.04289735300150599
"史诗级的影片
",0.3542858667563311
"睡得很安稳。
",0.31649396151704645
"他太过于懦弱 也太过于真实
",0.16088789699005857
"1900 Ninteenhunderd
",0.4737672181921908
"好看，无话可说
",0.37371283009785494
"第五次看了...
",0.18802037039753172
"钢琴师好帅啊！最后死了也没有留下任何作品感觉好可惜！为什么不能换一艘船呢~唉！心疼
",0.11700012723386077
"I like that. That I can live by.
",0.009231469196309017
"值得再刷，望忠于自己
",0.13369839455045074
"看的人犯困、睡了一个小时就走了、没看到 不知道怎么样
",0.23224154455791524
"看了十分钟睡着了，半个小时走了
",0.20346928774664985
"我的眼泪不值钱
",0.2776408363135058
"一张无名的残损唱片是天才曾来过的证据
",0.27917696153312577
"朝圣啦！！！！！！
",0.03226845999730177
"太好看了吧我的天
",0.3919630394226822
"o**k mog
",0.4737672181921908
"旁边的黑衣小姑娘，你为什么抽泣？！
",0.14510416474393917
"以前上大学的时候看不懂，觉得没意思，今天看得有点懂了…好看
",0.37452106401702345
"没有白看。亮点在最后。害怕的不是看得见的，而是看不见的。
",0.3283832721463915
"真的不能有另一艘船么？
",0.40181038261046953
"呜呜呜，骗我的眼泪
",0.33413520896204896
"这还用说嘛，10分。虽然看不懂剧情
",0.2754455232723967
"如果不是删减版，如果把麦克斯的旁白也保留，我就给10分
",0.058887076971692376
"一个人一片地  有过期盼 从未离开
",0.2998600115233092
"为什么不在家看 ？
",0.40343872140149817
"今年看过最难电影超级烂给一分
",0.47889493620631407
"真心无聊，不知道高分是怎么来的
",0.19383568576262422
"还凑合看吧！
",0.3958219761384677
"凭什么让评价，垃圾。浪费时间。垃圾
",0.0024351868121501585
"Through the soul
",0.4737672181921908
"我没看，所以差评
",0.044033516337496525
"删减太多，很多重要细节都没了，有些失望
",0.22565691827751677
"我好像明白什么又好像没明白什么
",0.2737396238882267
"Omg受不了这种看透的戏码
",0.45711019997544444
"可能我的格局太小 没看懂....
",0.04782781708217554
"比较失望，跟期待的有差距
",0.24949349634338647
"还不如在家拿手机看旧版本
",0.41272676850704093
"这不是老片吗，怎么回事？
",0.18968004761504698
"看见评分是9分以上，冲着去看看，谁知太失望了。剧情麻麻地，为何有9分?
",0.0016817308444169177
"为什么它的场次那么少 明明评分那么高
",0.15125075550283706
"看完久久不愿离去的电影，我在问自己，如果是我，我一定死死的把1900拽下船
",0.40341608372373905
"感觉1900像一个抑郁症患者 别人帮不了他 走出来只能靠自己
",0.47881464727513345
"电影不是早就有了吗？这上线不就是为了圈钱嘛，
",0.06384188094497067
"一脸懵 无聊  看的想睡觉
",0.2407589242564243
"第二次看了，致敬经典，依然想把1900打晕了扛下船！
",0.44280125087477806
"超级经典！不看太可惜了
",0.47771538576531214
"一般吧，那么高的评分有点不切实际
",0.28804134610751275
"好看，，，，，
",0.4250208309907213
"超级好看！！！！！
",0.18338631775911962
"不好看直接睡着了
",0.376404087830048
" 1900为啥不下船？？？
",0.003054021822528896
"无法理解钢琴师的选择
",0.37055241282384566
"你想重映无所谓，想趁着最近没啥电影出来赚一波钱也无所谓，喜欢的人会去看，可是要不要这么让人恶心，删减的成啥了，冲的视频会员也把电影下架，你放电影院里反而让所有人都看不到最完整的版本，挺好的电影，却因为这么放映导致一堆差评，估计以后放网上都没人愿意再去充钱看了
",0.0002725342326016511
